Titus, Dina#NV#3#DEM#2008#165912
Porter, Jon#NV#3#REP#2008#147940
Reeves, Jeffrey C.#NV#3#IND#2008#14922
Silvestri, Joseph P.#NV#3#LIB#2008#10164
Fitzgibbons, Floyd#NV#3#OTHER#2008#6937
Giaquinta, Bob#NV#3#GRE#2008#3937
Shea-Porter, Carol#NH#1#DEM#2008#176435
Bradley, Jeb#NH#1#REP#2008#156338
Kingsbury, Robert#NH#1#LIB#2008#8100
Hodes, Paul W.#NH#2#DEM#2008#188332
Horn, Jennifer#NH#2#REP#2008#138222
Lapointe, Chester L., II#NH#2#LIB#2008#7121
Andrews, Robert E.#NJ#1#DEM#2008#206453
Glading, Dale M.#NJ#1#REP#2008#74001
Thieke, Matthew#NJ#1#GRE#2008#1927
Chapman, Margaret M.#NJ#1#OTHER#2008#1258
Williams, Everitt M., III#NJ#1#OTHER#2008#1010
Lindsay, Alvin, Jr.#NJ#1#OTHER#2008#508
Lo Biondo, Frank A.#NJ#2#REP#2008#167701
Kurkowski, David#NJ#2#DEM#2008#110990
Grover, Jason M.#NJ#2#GRE#2008#1763
Boyce, Peter F.#NJ#2#OTHER#2008#1551
Stein, Gary#NJ#2#OTHER#2008#1312
Rozzo, Costantino#NJ#2#OTHER#2008#648
Adler, John#NJ#3#DEM#2008#166390
Myers, Chris#NJ#3#REP#2008#153122
Smith, Christopher H.#NJ#4#REP#2008#202972
Zeitz, Joshua M.#NJ#4#DEM#2008#100036
Welzer, Steven#NJ#4#GRE#2008#3543
Garrett, Scott#NJ#5#REP#2008#172653
Shulman , Dennis#NJ#5#DEM#2008#131033
Fanning, Ed#NJ#5#GRE#2008#5321
Pallone, Frank, Jr.#NJ#6#DEM#2008#164077
McLeod, Robert E.#NJ#6#REP#2008#77469
Tarbous, Herb#NJ#6#OTHER#2008#3531
Stender, Linda#NJ#7#DEM#2008#124818
Lance, Leonard#NJ#7#REP#2008#148461
Hsing, Michael P.#NJ#7#OTHER#2008#16419
Greco, Dean#NJ#7#OTHER#2008#3259
Abrams, Thomas D.#NJ#7#OTHER#2008#2671
Pascrell, Bill, Jr.#NJ#8#DEM#2008#159279
Straten, Roland#NJ#8#REP#2008#63107
DeMarco, Derek#NJ#8#LIB#2008#1600
Rothman, Steven R.#NJ#9#DEM#2008#151182
Micco, Vincent#NJ#9#REP#2008#69503
Perrone, Jr., Michael#NJ#9#OTHER#2008#3200
Payne, Donald M.#NJ#10#DEM#2008#169945
Taber, Michael#NJ#10#OTHER#2008#1848
Frelinghuysen, Rodney#NJ#11#REP#2008#189696
Wyka, Tom#NJ#11#DEM#2008#113510
Tedholm, Chandler#NJ#11#OTHER#2008#3526
Holt, Rush#NJ#12#DEM#2008#193732
Bateman , Alan R.#NJ#12#REP#2008#108400
Corsi, David#NJ#12#OTHER#2008#4802
Sires, Albio#NJ#13#DEM#2008#120382
Turula, Joseph#NJ#13#REP#2008#34735
Fernandez, Julio A.#NJ#13#OTHER#2008#3661
Vernotico, Louis#NJ#13#OTHER#2008#975
Heinrich, Martin T.#NM#1#DEM#2008#166271
White, Darren#NM#1#REP#2008#132485
Teague, Harry#NM#2#DEM#2008#129572
Tinsley, Edward R.#NM#2#REP#2008#101980
Lujan, Ben R.#NM#3#DEM#2008#161292
East, Daniel K.#NM#3#REP#2008#86618
Miller, Carol#NM#3#IND#2008#36348
Bishop, Timothy H.#NY#1#OTHER#2008#162083
Zeldin, Lee M.#NY#1#OTHER#2008#115545
Israel, Steve J.#NY#2#OTHER#2008#161279
Stalzer, Frank J.#NY#2#OTHER#2008#79641
King, Peter T.#NY#3#OTHER#2008#172774
Long, Graham E.#NY#3#OTHER#2008#97525
McCarthy, Carolyn#NY#4#OTHER#2008#164028
Martins, Jack M.#NY#4#OTHER#2008#92242
Ackerman, Gary L.#NY#5#OTHER#2008#112724
Berney, Elizabeth#NY#5#REP#2008#43039
Policarpio, Jun#NY#5#OTHER#2008#3010
Meeks, Gregory W.#NY#6#DEM#2008#141180
Crowley, Joseph#NY#7#OTHER#2008#118459
Britt, William E., Jr.#NY#7#OTHER#2008#21477
Nadler, Jerrold L.#NY#8#OTHER#2008#160775
Lin, Grace#NY#8#OTHER#2008#39062
Weiner, Anthony D.#NY#9#OTHER#2008#112205
Donohue, Alfred F.#NY#9#OTHER#2008#8378
Towns, Edolphus#NY#10#DEM#2008#155090
Grupico, Salvatore#NY#10#OTHER#2008#9565
Clarke, Yvette D.#NY#11#OTHER#2008#168562
Carr, Hugh C.#NY#11#REP#2008#11644
Gore, Cartrell#NY#11#OTHER#2008#1517
Velazquez, Nydia M.#NY#12#OTHER#2008#123053
Romaguera, Allen E.#NY#12#OTHER#2008#13748
McMahon, Michael E.#NY#13#OTHER#2008#114219
Straniere, Robert A.#NY#13#REP#2008#62441
Cochrane, Timothy J.#NY#13#OTHER#2008#5799
Morano, Carmine A.#NY#13#OTHER#2008#4947
Maloney, Carolyn B.#NY#14#OTHER#2008#183239
Heim, Robert G.#NY#14#REP#2008#43385
Matos, Isaiah#NY#14#LIB#2008#2659
Rangel, Charles B.#NY#15#OTHER#2008#177151
Daniels, Edward#NY#15#REP#2008#15676
Schley, Craig#NY#15#OTHER#2008#3708
Koppel, Martin#NY#15#OTHER#2008#2141
Serrano, Jose E.#NY#16#OTHER#2008#127179
Mohamed, Ali#NY#16#OTHER#2008#4488
Engel, Eliot L.#NY#17#OTHER#2008#161594
Goodman, Robert#NY#17#OTHER#2008#40707
Lowey, Nita M.#NY#18#OTHER#2008#174791
Russell, Jim#NY#18#OTHER#2008#80498
Hall, John#NY#19#OTHER#2008#164859
Lalor, Kieran Michael#NY#19#OTHER#2008#116120
Gillibrand, Kirsten E.#NY#20#OTHER#2008#193651
Treadwell, Sandy#NY#20#OTHER#2008#118031
Tonko, Paul D.#NY#21#OTHER#2008#171286
Buhrmaster, James R.#NY#21#OTHER#2008#96599
Steck, Phillip G.#NY#21#OTHER#2008#7965
Hinchey, Maurice D.#NY#22#OTHER#2008#168558
Phillips, George K.#NY#22#OTHER#2008#85126
McHugh, John M.#NY#23#OTHER#2008#143029
Oot, Michael P.#NY#23#OTHER#2008#75871
Arcuri, Michael A.#NY#24#OTHER#2008#130799
Hanna, Richard L.#NY#24#OTHER#2008#120880
Maffei, Daniel B.#NY#25#OTHER#2008#157375
Sweetland, Dale A.#NY#25#OTHER#2008#120217
Hawkins, Howie#NY#25#OTHER#2008#9483
Lee, Christopher J.#NY#26#OTHER#2008#138711
Lee, Christopher J.#NY#26#OTHER#2008#9896
Kryzan, Alice#NY#26#DEM#2008#109615
Powers, Jonathan P.#NY#26#OTHER#2008#12104
Higgins, Brian#NY#27#OTHER#2008#185713
Humiston, Daniel J.#NY#27#OTHER#2008#56354
Schroeder, Harold W.#NY#27#OTHER#2008#7478
Slaughter, Louise M.#NY#28#OTHER#2008#172655
Crimmen, David W.#NY#28#OTHER#2008#48690
Massa, Eric J. J.#NY#29#OTHER#2008#140529
Kuhl, John Randy, Jr.#NY#29#OTHER#2008#135199
Butterfield, G.K.#NC#1#DEM#2008#192765
Stephens, Dean#NC#1#REP#2008#81506
Etheridge, Bob#NC#2#DEM#2008#199730
Mansell, Dan#NC#2#REP#2008#93323
Adkins, Will#NC#2#LIB#2008#5377
Jones, Walter B.#NC#3#REP#2008#201686
Weber, Craig#NC#3#DEM#2008#104364
Price, David#NC#4#DEM#2008#265751
Lawson, William (B.J.)#NC#4#REP#2008#153947
Foxx, Virginia#NC#5#REP#2008#190820
Carter, Roy#NC#5#DEM#2008#136103
Coble, Howard#NC#6#REP#2008#221018
Bratton, Teresa Sue#NC#6#DEM#2008#108873
McIntyre, Mike#NC#7#DEM#2008#215383
Breazeale, Will#NC#7#REP#2008#97472
Kissell, Larry#NC#8#DEM#2008#157185
Hayes, Robert C. (Robin)#NC#8#REP#2008#126634
Myrick, Sue#NC#9#REP#2008#241053
Taylor, Harry#NC#9#DEM#2008#138719
Grum, Andy#NC#9#LIB#2008#6711
McHenry, Patrick#NC#10#REP#2008#171774
Johnson, Daniel#NC#10#DEM#2008#126699
Shuler, Heath#NC#11#DEM#2008#211112
Mumpower, Carl#NC#11#REP#2008#122087
Smith, Keith#NC#11#LIB#2008#7517
Watt, Mel#NC#12#DEM#2008#215908
Cobb, Ty, Jr.#NC#12#REP#2008#85814
Miller, Brad#NC#13#DEM#2008#221379
Webster, Hugh#NC#13#REP#2008#114383
Pomeroy, Earl#ND#0#OTHER#2008#194577
Sand, Duane#ND#0#REP#2008#119388
Driehaus, Steve#OH#1#DEM#2008#155455
Chabot, Steve#OH#1#REP#2008#140683
Wilson, Eric#OH#1#WRI#2008#85
Stevenson, Rich#OH#1#WRI#2008#67
Schmidt, Jean#OH#2#REP#2008#148671
Wulsin, Victoria#OH#2#DEM#2008#124213
Krikorian, David H.#OH#2#IND#2008#58710
Condit, James, Jr.#OH#2#WRI#2008#30
Turner, Michael R.#OH#3#REP#2008#200204
Mitakides, Jane#OH#3#DEM#2008#115976
Jordan, James D.#OH#4#REP#2008#186154
Carroll, Mike#OH#4#DEM#2008#99499
Latta, Bob#OH#5#REP#2008#188905
Mays, George F.#OH#5#DEM#2008#105840
Wilson, Charlie#OH#6#DEM#2008#176330
Stobbs, Richard D.#OH#6#REP#2008#92968
Spisak, Dennis#OH#6#GRE#2008#13812
Austria, Steve#OH#7#REP#2008#174915
Neuhardt, Sharon Swartz#OH#7#DEM#2008#125547
Boehner, John A.#OH#8#REP#2008#202063
Von Stein, Nicholas A.#OH#8#DEM#2008#95510
Kaptur, Marcy#OH#9#DEM#2008#222054
Leavitt, Bradley S.#OH#9#REP#2008#76512
Kucinich, Dennis J.#OH#10#DEM#2008#157268
Trakas, Jim#OH#10#REP#2008#107918
Conroy, Paul#OH#10#LIB#2008#10623
Fudge, Marcia L.#OH#11#DEM#2008#212667
Pekarek, Thomas#OH#11#REP#2008#36708
Willis, Craig E.#OH#11#WRI#2008#144
Johnson, Eric#OH#11#WRI#2008#23
Tiberi, Pat#OH#12#REP#2008#197447
Robinson, David#OH#12#DEM#2008#152234
Linnabary, Steven R.#OH#12#LIB#2008#10707
Sutton, Betty#OH#13#DEM#2008#192593
Potter, David S.#OH#13#REP#2008#105050
Crow, Robert#OH#13#WRI#2008#37
LaTourette, Steven C.#OH#14#REP#2008#188488
O'Neill, Bill#OH#14#DEM#2008#125214
Macko, David#OH#14#LIB#2008#9511
Kilroy, Mary Jo#OH#15#DEM#2008#139584
Stivers, Steve#OH#15#REP#2008#137272
Noble, Mark Michael#OH#15#LIB#2008#14061
Eckhart, Don Elijah#OH#15#IND#2008#12915
Casper, Travis#OH#15#WRI#2008#6
Boccieri, John A.#OH#16#DEM#2008#169044
Schuring, Kirk#OH#16#REP#2008#136293
Ryan, Tim#OH#17#DEM#2008#218896
Grassell, Duane V.#OH#17#REP#2008#61216
Space, Zack#OH#18#DEM#2008#164187
Dailey, Fred#OH#18#REP#2008#110031
Sullivan, John#OK#1#REP#2008#193404
Oliver, Georgianna W.#OK#1#DEM#2008#98890
Boren, Dan#OK#2#DEM#2008#173757
Wickson, Raymond J.#OK#2#REP#2008#72815
Lucas, Frank D.#OK#3#REP#2008#184306
Robbins, Frankie#OK#3#DEM#2008#62297
Michael, Forrest#OK#3#IND#2008#17756
Cole, Tom#OK#4#REP#2008#180080
Cummings, Blake#OK#4#DEM#2008#79674
Joyce, David E.#OK#4#IND#2008#13027
Fallin, Mary#OK#5#REP#2008#171925
Perry, Steven L.#OK#5#DEM#2008#88996
Wu, David#OR#1#DEM#2008#237567
Semrau, Scott#OR#1#OTHER#2008#14172
Tabor, H. Joe#OR#1#LIB#2008#10992
Henry, Chris#OR#1#OTHER#2008#7128
Haugen, Joel#OR#1#OTHER#2008#58279
Walden, Greg#OR#2#REP#2008#236560
Lemas, Noah#OR#2#DEM#2008#87649
Mock, Tristin#OR#2#OTHER#2008#9668
Hake, Richard D.#OR#2#OTHER#2008#5817
Blumenauer, Earl#OR#3#DEM#2008#254235
Lopez, Delia#OR#3#REP#2008#71063
Meo, Michael#OR#3#OTHER#2008#15063
DeFazio, Peter A.#OR#4#DEM#2008#275143
Germond, Jaynee#OR#4#OTHER#2008#43133
Beilstein, Mike#OR#4#OTHER#2008#13162
Schrader, Kurt#OR#5#DEM#2008#181577
Erickson, Mike#OR#5#REP#2008#128297
Bates, Sean#OR#5#OTHER#2008#6830
Patterson, Douglas#OR#5#OTHER#2008#6558
Polikoff, Alex#OR#5#OTHER#2008#5272
Milligan, Steve#OR#5#LIB#2008#4814
Brady, Robert A.#PA#1#DEM#2008#242799
Muhammad, Mike#PA#1#REP#2008#24714
Fattah, Chaka#PA#2#DEM#2008#276870
Lang, Adam A.#PA#2#REP#2008#34466
Dahlkemper, Kathy#PA#3#DEM#2008#146846
English, Phil#PA#3#REP#2008#139757
Altmire, Jason#PA#4#DEM#2008#186536
Hart, Melissa#PA#4#REP#2008#147411
Thompson, Glenn W.#PA#5#REP#2008#155513
McCracken, Mark B.#PA#5#DEM#2008#112509
Fryman, James#PA#5#LIB#2008#6155
Gerlach, Jim#PA#6#REP#2008#179423
Roggio, Bob#PA#6#DEM#2008#164952
Sestak, Joe#PA#7#DEM#2008#209955
Williams, W. Craig#PA#7#REP#2008#142362
Murphy, Patrick J.#PA#8#DEM#2008#197869
Manion, Tom#PA#8#REP#2008#145103
Lingenfelter, Tom#PA#8#IND#2008#5543
Shuster, Bill#PA#9#REP#2008#174951
Barr, Tony#PA#9#DEM#2008#98735
Carney, Christopher P.#PA#10#DEM#2008#160837
Hackett, Chris#PA#10#REP#2008#124681
Kanjorski, Paul E.#PA#11#DEM#2008#146379
Barletta, Lou#PA#11#REP#2008#137151
Murtha, John P.#PA#12#DEM#2008#155268
Russell, William#PA#12#OTHER#2008#113120
Schwartz, Allyson#PA#13#DEM#2008#196868
Kats, Marina#PA#13#REP#2008#108271
McDermott, John P.#PA#13#OTHER#2008#8374
Doyle, Mike#PA#14#DEM#2008#242326
North, Titus#PA#14#GRE#2008#23214
Dent, Charles W.#PA#15#REP#2008#181433
Bennett, Sam#PA#15#DEM#2008#128333
Pitts, Joseph R.#PA#16#REP#2008#170329
Slater, Bruce A.#PA#16#DEM#2008#120193
Murphy, John A.#PA#16#IND#2008#11768
Frank, Daniel#PA#16#OTHER#2008#2877
Holden, Tim#PA#17#DEM#2008#192699
Gilhooley, Toni#PA#17#REP#2008#109909
Murphy, Tim#PA#18#REP#2008#213349
O'Donnell, Steve#PA#18#DEM#2008#119661
Platts, Todd#PA#19#REP#2008#218862
Avillo, Philip J., Jr.#PA#19#DEM#2008#109533
Kennedy, Patrick J.#RI#1#DEM#2008#145254
Scott, Jonathan P.#RI#1#REP#2008#51340
Capalbo, Kenneth A.#RI#1#IND#2008#15108
Lanasse, David#RI#1#WRI#2008#29
Blank#RI#1#WRI#2008#20
The Jockey#RI#1#WRI#2008#20
Chaffee, Lincoln#RI#1#WRI#2008#8
Mouse, Mickey#RI#1#WRI#2008#5
Langevin, James R.#RI#2#DEM#2008#158416
Zaccaria, Mark S.#RI#2#REP#2008#67433
Blank#RI#2#WRI#2008#31
The Jockey#RI#2#WRI#2008#17
Driver, Rod#RI#2#WRI#2008#14
Young, Christopher#RI#2#WRI#2008#6
Mouse, Mickey#RI#2#WRI#2008#5
Lawless, Jennifer#RI#2#WRI#2008#5
Brown, Henry E., Jr.#SC#1#REP#2008#177540
Ketner, Linda#SC#1#DEM#2008#163724
Wilson, Joe#SC#2#REP#2008#184583
Miller, Rob#SC#2#DEM#2008#158627
Barrett, J. Gresham#SC#3#REP#2008#186799
Dyer, Jane Ballard#SC#3#DEM#2008#101724
Inglis, Bob#SC#4#REP#2008#184440
Corden, Paul#SC#4#DEM#2008#113291
Walters, C. Faye#SC#4#GRE#2008#7332
Spratt, John#SC#5#DEM#2008#188785
Spencer, Albert F.#SC#5#REP#2008#113282
Waggoner, Frank#SC#5#OTHER#2008#4093
"""""""Clyburn, James E. """"""""Jim"""""""""""""""#SC#6#DEM#2008#193378
Harrelson, Nancy#SC#6#REP#2008#93059
Sandlin, Stephanie Herseth#SD#0#DEM#2008#256041
Lien, Chris#SD#0#REP#2008#122966
Roe, Phil#TN#1#REP#2008#168343
Russell, Rob#TN#1#DEM#2008#57525
Goodman, Joel#TN#1#OTHER#2008#3988
Reeves, James W.#TN#1#IND#2008#2544
Owens, Thomas (T.K.)#TN#1#IND#2008#1981
Duncan, Jr., John J.#TN#2#REP#2008#227120
Scott, Bob#TN#2#DEM#2008#63639
Wamp, Zach#TN#3#REP#2008#184964
Vandagriff, Doug#TN#3#DEM#2008#73059
Howard-Hill, Jean#TN#3#IND#2008#4848
Choate, Ed#TN#3#IND#2008#3750
Griffin, June#TN#3#WRI#2008#7
Davis, Lincoln#TN#4#DEM#2008#146776
Lankford, Monty J.#TN#4#REP#2008#94447
Gray, James Anthony#TN#4#IND#2008#4869
Ragsdale, Kevin#TN#4#IND#2008#3713
Cooper, Jim#TN#5#DEM#2008#181467
Donovan, Gerard#TN#5#REP#2008#85471
Jackson, Jon#TN#5#IND#2008#5464
Miglietta, John P.#TN#5#IND#2008#3196
Kovach, Thomas F.#TN#5#WRI#2008#4
Gordon, Bart#TN#6#DEM#2008#194264
Baker, Chris#TN#6#IND#2008#66764
Blackburn, Marsha#TN#7#REP#2008#217332
Morris, Randy G.#TN#7#DEM#2008#99549
Tanner, John#TN#8#DEM#2008#180465
Hart, James#TN#8#OTHER#2008#54
Cohen, Steve#TN#9#DEM#2008#198798
Ford, Jake#TN#9#IND#2008#11003
Clark, Dewey#TN#9#IND#2008#10047
"""""""Wright, Mary """"""""Taylor Shelby"""""""""""""""#TN#9#IND#2008#6434
Gohmert, Louie#TX#1#REP#2008#189012
Owen, Roger L.#TX#1#IND#2008#26814
Poe, Ted#TX#2#REP#2008#175101
Wolfe, Craig#TX#2#LIB#2008#21813
Johnson, Sam#TX#3#REP#2008#170742
Daley, Tom#TX#3#DEM#2008#108693
Claytor, Christopher J.#TX#3#LIB#2008#6348
Hall, Ralph M.#TX#4#REP#2008#206906
Melancon, Glenn#TX#4#DEM#2008#88067
Annett, Fred#TX#4#LIB#2008#5771
Hensarling, Jeb#TX#5#REP#2008#162894
Ashby, Ken#TX#5#LIB#2008#31967
Barton, Joe#TX#6#REP#2008#174008
Otto, Ludwig#TX#6#DEM#2008#99919
Koch, Max W., III#TX#6#LIB#2008#6655
Culberson, John#TX#7#REP#2008#162635
Skelly, Michael#TX#7#DEM#2008#123242
Parks, Drew#TX#7#LIB#2008#5057
Brady, Kevin#TX#8#REP#2008#207128
Hargett, Kent#TX#8#DEM#2008#70758
Stevens, Brian#TX#8#LIB#2008#7565
Green, Al#TX#9#DEM#2008#143868
Walters, Brad#TX#9#LIB#2008#9760
McCaul, Michael T.#TX#10#REP#2008#179493
Doherty, Larry Joe#TX#10#DEM#2008#143719
Finkel, Matt#TX#10#LIB#2008#9871
Conaway, Mike#TX#11#REP#2008#189625
Strohm, John R.#TX#11#LIB#2008#25051
Granger, Kay#TX#12#REP#2008#181662
Smith, Tracey#TX#12#DEM#2008#82250
Shambaugh, Shiloh Sidney#TX#12#LIB#2008#4842
Thornberry, Mac#TX#13#REP#2008#180078
Waun, Roger James#TX#13#DEM#2008#51841
Paul, Ron#TX#14#REP#2008#191293
Hinojosa, Rubén#TX#15#DEM#2008#107578
Zamora, Eddie#TX#15#REP#2008#52303
Raether, Gricha#TX#15#LIB#2008#3827
Reyes, Silvestre#TX#16#DEM#2008#130375
"""""""Mendoza, Benjamin Eloy """"""""Ben"""""""""""""""#TX#16#IND#2008#16348
Baker, Mette A.#TX#16#LIB#2008#12000
Edwards, Chet#TX#17#DEM#2008#134592
Curnock, Rob#TX#17#REP#2008#115581
Osborne, Gardner C.#TX#17#LIB#2008#3849
Lee, Sheila Jackson#TX#18#DEM#2008#148617
Faulk, John#TX#18#REP#2008#39095
Taylor, Mike#TX#18#LIB#2008#4486
Neugebauer, Randy#TX#19#REP#2008#168501
Fullingim, Dwight#TX#19#DEM#2008#58030
"""""""Peterson, Richard """"""""Chip"""""""""""""""#TX#19#LIB#2008#6080
Gonzalez, Charles A.#TX#20#DEM#2008#127298
Litoff, Robert#TX#20#REP#2008#44585
Idrogo, Michael#TX#20#LIB#2008#5172
Smith, Lamar#TX#21#REP#2008#243471
Strohm, James Arthur#TX#21#LIB#2008#60879
Olson, Pete#TX#22#REP#2008#161996
Lampson, Nick#TX#22#DEM#2008#140160
Wieder, John#TX#22#LIB#2008#6839
Rodriguez, Ciro D.#TX#23#DEM#2008#134090
Larson, Lyle#TX#23#REP#2008#100799
Connolly, Lani#TX#23#LIB#2008#5581
Marchant, Kenny E.#TX#24#REP#2008#151434
Love, Tom#TX#24#DEM#2008#111089
Casey, David A.#TX#24#LIB#2008#7972
Doggett, Lloyd#TX#25#DEM#2008#191755
Morovich, George L.#TX#25#REP#2008#88693
Stutsman, Jim#TX#25#LIB#2008#10848
Burgess, Michael C.#TX#26#REP#2008#195181
Leach, Ken#TX#26#DEM#2008#118167
Weiss, Stephanie B.#TX#26#LIB#2008#11028
Ortiz, Solomon P.#TX#27#DEM#2008#104864
Vaden, William Willie#TX#27#REP#2008#69458
Powell, Robert E.#TX#27#LIB#2008#6629
Cuellar, Henry#TX#28#DEM#2008#123494
Fish, Jim#TX#28#REP#2008#52524
Leone, Ross Lynn#TX#28#LIB#2008#3722
Green, Gene#TX#29#DEM#2008#79718
Story, Eric#TX#29#REP#2008#25512
Grace, Joel#TX#29#LIB#2008#1564
Johnson, Eddie Bernice#TX#30#DEM#2008#168249
Wood, Fred#TX#30#REP#2008#32361
Woods, Jarrett#TX#30#LIB#2008#3366
Carter, John#TX#31#REP#2008#175563
Ruiz, Brian P.#TX#31#DEM#2008#106559
Cooper, Barry N.#TX#31#LIB#2008#9182
Sessions, Pete#TX#32#REP#2008#116283
Roberson, Eric#TX#32#DEM#2008#82406
Bischoff, Alex#TX#32#LIB#2008#4421
Bishop, Rob#UT#1#REP#2008#196799
Bowen, Morgan#UT#1#DEM#2008#92469
Pearson, Kirk D.#UT#1#OTHER#2008#7397
Buchman, Joseph Geddes#UT#1#LIB#2008#6780
Matheson, Jim#UT#2#DEM#2008#220666
Dew, Bill#UT#2#REP#2008#120083
Arndt, Mathew#UT#2#LIB#2008#4576
Emery, Dennis Ray#UT#2#OTHER#2008#3000
Chaffetz, Jason#UT#3#REP#2008#187035
Spencer, Bennion L.#UT#3#DEM#2008#80626
Noorlander, Jim#UT#3#OTHER#2008#17408
Welch, Peter#VT#0#OTHER#2008#248203
Bethel, Mike#VT#0#IND#2008#14349
Trudell, Jerry#VT#0#OTHER#2008#10818
Hermann, Thomas J.#VT#0#OTHER#2008#9081
Ericson, Cris#VT#0#IND#2008#7841
Newton, Jane#VT#0#OTHER#2008#5307
"""""""Wittman, Robert J. """"""""Rob"""""""""""""""#VA#1#REP#2008#203839
Day, Bill S., Jr.#VA#1#DEM#2008#150432
Larson, Nathan D.#VA#1#LIB#2008#5265
Nye, Glenn C., III#VA#2#DEM#2008#141857
Drake, Thelma D.#VA#2#REP#2008#128486
"""""""Scott, Robert C. """"""""Bobby"""""""""""""""#VA#3#DEM#2008#239911
Forbes, J. Randy#VA#4#REP#2008#199075
Miller, Andrea R.#VA#4#DEM#2008#135041
Perriello, Tom S. P.#VA#5#DEM#2008#158810
Goode, Virgil H., Jr.#VA#5#REP#2008#158083
"""""""Goodlatte, R. W. """"""""Bob"""""""""""""""#VA#6#REP#2008#192350
"""""""Rasoul, S. """"""""Sam"""""""""""""""#VA#6#DEM#2008#114367
Allen, Janice Lee#VA#6#IND#2008#5413
Cantor, Eric I.#VA#7#REP#2008#233531
Hartke, Anita#VA#7#DEM#2008#138123
"""""""Moran, James P. """"""""Jim,"""""""" Jr."""""""#VA#8#DEM#2008#222986
Ellmore, Mark W.#VA#8#REP#2008#97425
Fisher, J. Ron#VA#8#OTHER#2008#6829
Boucher, Rick C.#VA#9#DEM#2008#207306
Wolf, Frank R.#VA#10#REP#2008#223140
Feder, Judy M.#VA#10#DEM#2008#147357
Nigam, Neeraj C.#VA#10#IND#2008#8457
"""""""Connolly, Gerald E. """"""""Gerry"""""""""""""""#VA#11#DEM#2008#196598
Fimian, Keith S.#VA#11#REP#2008#154758
Oddo, Joseph P.#VA#11#OTHER#2008#7271
Inslee, Jay#WA#1#DEM#2008#233780
Ishmael, Larry#WA#1#OTHER#2008#111240
Larsen, Rick#WA#2#DEM#2008#217416
Bart, Rick#WA#2#REP#2008#131051
Baird, Brian#WA#3#DEM#2008#216701
Delavar, Michael#WA#3#REP#2008#121828
Hastings, Doc#WA#4#REP#2008#169940
Fearing, George#WA#4#DEM#2008#99430
Rodgers, Cathy McMorris#WA#5#REP#2008#211305
Mays, Mark#WA#5#DEM#2008#112382
Dicks, Norm#WA#6#DEM#2008#205991
Cloud, Doug#WA#6#REP#2008#102081
McDermott, Jim#WA#7#DEM#2008#291963
Beren, Steve#WA#7#REP#2008#57054
Reichert, Dave#WA#8#REP#2008#191568
Burner, Darcy#WA#8#DEM#2008#171358
Smith, Adam#WA#9#DEM#2008#176295
Postma, James#WA#9#REP#2008#93080
Mollohan, Alan B.#WV#1#DEM#2008#187734
Osgood, Ted#WV#1#WRI#2008#69
Smith, R. J.#WV#1#WRI#2008#61
Capito, Shelley Moore#WV#2#REP#2008#147334
Barth, Anne#WV#2#DEM#2008#110819
Mills, Aaron#WV#2#WRI#2008#16
Rahall, Nick Joe, II#WV#3#DEM#2008#133522
Gearheart, Marty#WV#3#REP#2008#66005
Ryan, Paul#WI#1#REP#2008#231009
Krupp, Marge#WI#1#DEM#2008#125268
Kexel, Joseph#WI#1#LIB#2008#4606
Baldwin, Tammy#WI#2#DEM#2008#277914
Theron, Peter#WI#2#REP#2008#122513
Kind, Ron#WI#3#DEM#2008#225208
Stark, Paul#WI#3#REP#2008#122760
Barrett, Kevin#WI#3#LIB#2008#8236
Moore, Gwendolynne#WI#4#DEM#2008#222728
LaForest, Michael D.#WI#4#IND#2008#29282
Sensenbrenner, F. James, Jr.#WI#5#REP#2008#275271
Raymond, Robert R.#WI#5#IND#2008#69715
Petri, Tom#WI#6#REP#2008#221875
Kittelson, Roger A.#WI#6#DEM#2008#126090
Obey, David R.#WI#7#DEM#2008#212666
Mielke, Dan#WI#7#REP#2008#136938
Kagen, Steve#WI#8#DEM#2008#193662
Gard, John#WI#8#REP#2008#164621
Lummis, Cynthia M.#WY#0#REP#2008#131244
Trauner, Gary#WY#0#DEM#2008#106758
Herbert, W. David#WY#0#LIB#2008#11030
Bonner, Jo#AL#1#REP#2010#129063
Walter, David#AL#1#OTHER#2010#26357
Roby, Martha#AL#2#REP#2010#111645
Bright, Bobby#AL#2#DEM#2010#106865
Rogers, Mike#AL#3#REP#2010#117736
Segrest, Steve#AL#3#DEM#2010#80204
Aderholt, Robert#AL#4#REP#2010#167714
Brooks, Mo#AL#5#REP#2010#131109
Raby, Steve#AL#5#DEM#2010#95192
Bachus, Spencer#AL#6#REP#2010#205288
Sewell, Terri A.#AL#7#DEM#2010#136696
Chamberlain, Don#AL#7#REP#2010#51890
Young, Don#AK#0#REP#2010#175384
Crawford, Harry T., Jr.#AK#0#DEM#2010#77606
Gosar, Paul#AZ#1#REP#2010#112816
Kirkpatrick, Ann#AZ#1#DEM#2010#99233
Patti, Nicole#AZ#1#OTHER#2010#14869
Franks, Trent#AZ#2#REP#2010#173173
Thrasher, John#AZ#2#DEM#2010#82891
Gammill, Powell#AZ#2#LIB#2010#10820
William, Crum#AZ#2#WRI#2010#8
Rankin, Mark#AZ#2#WRI#2010#2
Quayle, Ben#AZ#3#REP#2010#108689
Hulburd, Jon#AZ#3#DEM#2010#85610
